Store,Dept,Date,Predicted_Sales
12,42,2013-01-18,10276.116595744683
12,42,2013-01-25,10276.116595744683
12,42,2013-02-01,10276.116595744683
12,42,2013-02-08,10276.116595744683
12,42,2013-02-15,10276.116595744683
12,42,2013-02-22,10276.116595744683
12,42,2013-03-01,10276.116595744683
12,42,2013-03-08,10276.116595744683
12,42,2013-03-15,10276.116595744683
12,42,2013-03-22,10276.116595744683
12,42,2013-03-29,10276.116595744683
12,42,2013-04-05,10276.116595744683
12,42,2013-04-12,10276.116595744683
12,42,2013-04-19,10276.116595744683
12,42,2013-04-26,10276.116595744683
12,42,2013-05-03,3301.406585365854
12,42,2013-05-10,3301.406585365854
12,42,2013-05-17,3301.406585365854
12,42,2013-05-24,3301.406585365854
12,42,2013-05-31,3301.406585365854
12,42,2013-06-07,3301.406585365854
12,42,2013-06-14,3301.406585365854
12,42,2013-06-21,3301.406585365854
12,42,2013-06-28,3301.406585365854
12,42,2013-07-05,3301.406585365854
12,42,2013-07-12,3301.406585365854
12,42,2013-07-19,3301.406585365854
12,42,2013-07-26,3301.406585365854
12,44,2012-11-02,10276.116595744683
12,44,2012-11-09,10276.116595744683
12,44,2012-11-16,10276.116595744683
12,44,2012-11-23,10276.116595744683
12,44,2012-11-30,10276.116595744683
12,44,2012-12-07,10276.116595744683
12,44,2012-12-14,10276.116595744683
12,44,2012-12-21,10276.116595744683
12,44,2012-12-28,10276.116595744683
12,44,2013-01-04,10276.116595744683
12,44,2013-01-11,10276.116595744683
12,44,2013-01-18,10276.116595744683
12,44,2013-01-25,10276.116595744683
12,44,2013-02-01,10276.116595744683
12,44,2013-02-08,10276.116595744683
12,44,2013-02-15,10276.116595744683
12,44,2013-02-22,10276.116595744683
12,44,2013-03-01,10276.116595744683
12,44,2013-03-08,10276.116595744683
12,44,2013-03-15,10276.116595744683
12,44,2013-03-22,10276.116595744683
12,44,2013-03-29,10276.116595744683
12,44,2013-04-05,10276.116595744683
12,44,2013-04-12,10276.116595744683
12,44,2013-04-19,10276.116595744683
12,44,2013-04-26,10276.116595744683
12,44,2013-05-03,3301.406585365854
12,44,2013-05-10,3301.406585365854
12,44,2013-05-17,3301.406585365854
12,44,2013-05-24,3301.406585365854
12,44,2013-05-31,3301.406585365854
12,44,2013-06-07,3301.406585365854
12,44,2013-06-14,3301.406585365854
12,44,2013-06-21,3301.406585365854
12,44,2013-06-28,3301.406585365854
12,44,2013-07-05,3301.406585365854
12,44,2013-07-12,3301.406585365854
12,44,2013-07-19,3301.406585365854
12,44,2013-07-26,3301.406585365854
12,46,2012-11-02,10276.116595744683
12,46,2012-11-09,10276.116595744683
12,46,2012-11-16,10276.116595744683
12,46,2012-11-23,10276.116595744683
12,46,2012-11-30,10276.116595744683
12,46,2012-12-07,10276.116595744683
12,46,2012-12-14,10276.116595744683
12,46,2012-12-21,10276.116595744683
12,46,2012-12-28,10276.116595744683
12,46,2013-01-04,10276.116595744683
12,46,2013-01-11,10276.116595744683
12,46,2013-01-18,10276.116595744683
12,46,2013-01-25,10276.116595744683
12,46,2013-02-01,10276.116595744683
12,46,2013-02-08,10276.116595744683
12,46,2013-02-15,10276.116595744683
12,46,2013-02-22,10276.116595744683
12,46,2013-03-01,10276.116595744683
12,46,2013-03-08,10276.116595744683
12,46,2013-03-15,10276.116595744683
12,46,2013-03-22,10276.116595744683
12,46,2013-03-29,10276.116595744683
12,46,2013-04-05,10276.116595744683
12,46,2013-04-12,10276.116595744683
12,46,2013-04-19,10276.116595744683
12,46,2013-04-26,10276.116595744683
12,46,2013-05-03,3301.406585365854
12,46,2013-05-10,3301.406585365854
12,46,2013-05-17,3301.406585365854
12,46,2013-05-24,3301.406585365854
12,46,2013-05-31,3301.406585365854
12,46,2013-06-07,3301.406585365854
12,46,2013-06-14,3301.406585365854
12,46,2013-06-21,3301.406585365854
12,46,2013-06-28,3301.406585365854
12,46,2013-07-05,3301.406585365854
12,46,2013-07-12,3301.406585365854
12,46,2013-07-19,3301.406585365854
12,46,2013-07-26,3301.406585365854
12,47,2012-12-21,10276.116595744683
12,47,2013-01-18,10276.116595744683
12,49,2012-11-16,10276.116595744683
12,49,2013-01-25,10276.116595744683
12,49,2013-02-01,10276.116595744683
12,49,2013-02-15,10276.116595744683
12,49,2013-02-22,10276.116595744683
12,49,2013-03-01,10276.116595744683
12,49,2013-03-08,10276.116595744683
12,49,2013-03-15,10276.116595744683
12,49,2013-03-22,10276.116595744683
12,49,2013-03-29,10276.116595744683
12,49,2013-04-05,10276.116595744683
12,49,2013-04-12,10276.116595744683
12,49,2013-04-19,10276.116595744683
12,49,2013-04-26,10276.116595744683
12,49,2013-05-03,3301.406585365854
12,49,2013-05-10,3301.406585365854
12,49,2013-05-17,3301.406585365854
12,49,2013-05-24,3301.406585365854
12,49,2013-05-31,3301.406585365854
12,49,2013-06-07,3301.406585365854
12,49,2013-06-14,3301.406585365854
12,49,2013-06-21,3301.406585365854
12,49,2013-06-28,3301.406585365854
12,49,2013-07-05,3301.406585365854
12,49,2013-07-12,3301.406585365854
12,49,2013-07-19,3301.406585365854
12,49,2013-07-26,3301.406585365854
12,52,2012-11-02,10276.116595744683
12,52,2012-11-09,10276.116595744683
12,52,2012-11-16,10276.116595744683
12,52,2012-11-23,10276.116595744683
12,52,2012-11-30,10276.116595744683
12,52,2012-12-07,10276.116595744683
12,52,2012-12-14,10276.116595744683
12,52,2012-12-21,10276.116595744683
12,52,2012-12-28,10276.116595744683
12,52,2013-01-04,10276.116595744683
12,52,2013-01-11,10276.116595744683
12,52,2013-01-18,10276.116595744683
12,52,2013-01-25,10276.116595744683
12,52,2013-02-01,10276.116595744683
12,52,2013-02-08,10276.116595744683
12,52,2013-02-15,10276.116595744683
12,52,2013-02-22,10276.116595744683
12,52,2013-03-01,10276.116595744683
12,52,2013-03-08,10276.116595744683
12,52,2013-03-15,10276.116595744683
12,52,2013-03-22,10276.116595744683
12,52,2013-03-29,10276.116595744683
12,52,2013-04-05,10276.116595744683
12,52,2013-04-12,10276.116595744683
12,52,2013-04-19,10276.116595744683
12,52,2013-04-26,10276.116595744683
12,52,2013-05-03,3301.406585365854
12,52,2013-05-10,3301.406585365854
12,52,2013-05-17,3301.406585365854
12,52,2013-05-24,3301.406585365854
12,52,2013-05-31,3301.406585365854
12,52,2013-06-07,3301.406585365854
12,52,2013-06-14,3301.406585365854
12,52,2013-06-21,3301.406585365854
12,52,2013-06-28,3301.406585365854
12,52,2013-07-05,3301.406585365854
12,52,2013-07-12,3301.406585365854
12,52,2013-07-19,3301.406585365854
12,52,2013-07-26,3301.406585365854
12,54,2012-11-02,10276.116595744683
12,54,2012-11-16,10276.116595744683
12,54,2012-11-23,10276.116595744683
12,54,2012-11-30,10276.116595744683
12,54,2012-12-14,10276.116595744683
12,54,2012-12-21,10276.116595744683
12,54,2012-12-28,10276.116595744683
12,54,2013-01-04,10276.116595744683
12,54,2013-01-18,10276.116595744683
12,54,2013-01-25,10276.116595744683
12,54,2013-02-01,10276.116595744683
12,54,2013-02-15,10276.116595744683
12,54,2013-02-22,10276.116595744683
12,54,2013-03-01,10276.116595744683
12,54,2013-03-08,10276.116595744683
12,54,2013-03-15,10276.116595744683
12,54,2013-03-22,10276.116595744683
12,54,2013-03-29,10276.116595744683
12,54,2013-04-12,10276.116595744683
12,54,2013-04-19,10276.116595744683
12,54,2013-04-26,10276.116595744683
12,54,2013-05-03,3301.406585365854
12,54,2013-05-10,3301.406585365854
12,54,2013-05-17,3301.406585365854
12,54,2013-05-24,3301.406585365854
12,54,2013-06-07,3301.406585365854
12,54,2013-06-14,3301.406585365854
12,54,2013-06-21,3301.406585365854
12,54,2013-06-28,3301.406585365854
12,54,2013-07-05,3301.406585365854
12,54,2013-07-12,3301.406585365854
12,54,2013-07-19,3301.406585365854
12,54,2013-07-26,3301.406585365854
12,55,2012-11-02,10276.116595744683
12,55,2012-11-09,10276.116595744683
12,55,2012-11-16,10276.116595744683
12,55,2012-11-23,10276.116595744683
12,55,2012-11-30,10276.116595744683
12,55,2012-12-07,10276.116595744683
12,55,2012-12-14,10276.116595744683
12,55,2012-12-21,10276.116595744683
12,55,2012-12-28,10276.116595744683
12,55,2013-01-04,10276.116595744683
12,55,2013-01-11,10276.116595744683
12,55,2013-01-18,10276.116595744683
12,55,2013-01-25,10276.116595744683
12,55,2013-02-01,10276.116595744683
12,55,2013-02-08,10276.116595744683
12,55,2013-02-15,10276.116595744683
12,55,2013-02-22,10276.116595744683
12,55,2013-03-01,10276.116595744683
12,55,2013-03-08,10276.116595744683
12,55,2013-03-15,10276.116595744683
12,55,2013-03-22,10276.116595744683
12,55,2013-03-29,10276.116595744683
12,55,2013-04-05,10276.116595744683
12,55,2013-04-12,10276.116595744683
12,55,2013-04-19,10276.116595744683
12,55,2013-04-26,10276.116595744683
12,55,2013-05-03,3301.406585365854
12,55,2013-05-10,3301.406585365854
12,55,2013-05-17,3301.406585365854
12,55,2013-05-24,3301.406585365854
12,55,2013-05-31,3301.406585365854
12,55,2013-06-07,3301.406585365854
12,55,2013-06-14,3301.406585365854
12,55,2013-06-21,3301.406585365854
12,55,2013-06-28,3301.406585365854
12,55,2013-07-05,3301.406585365854
12,55,2013-07-12,3301.406585365854
12,55,2013-07-19,3301.406585365854
12,55,2013-07-26,3301.406585365854
12,56,2012-11-09,10276.116595744683
12,56,2012-11-16,10276.116595744683
12,56,2012-11-23,10276.116595744683
12,56,2012-11-30,10276.116595744683
12,56,2012-12-07,10276.116595744683
12,56,2012-12-14,10276.116595744683
12,56,2012-12-21,10276.116595744683
12,56,2012-12-28,10276.116595744683
12,56,2013-01-11,10276.116595744683
12,56,2013-01-18,10276.116595744683
12,56,2013-01-25,10276.116595744683
12,56,2013-02-01,10276.116595744683
12,56,2013-02-08,10276.116595744683
12,56,2013-02-15,10276.116595744683
12,56,2013-02-22,10276.116595744683
12,56,2013-03-01,10276.116595744683
12,56,2013-03-08,10276.116595744683
12,56,2013-03-15,10276.116595744683
12,56,2013-03-22,10276.116595744683
12,56,2013-03-29,10276.116595744683
12,56,2013-04-05,10276.116595744683
12,56,2013-04-12,10276.116595744683
12,56,2013-04-19,10276.116595744683
12,56,2013-04-26,10276.116595744683
12,56,2013-05-03,3301.406585365854
12,56,2013-05-10,3301.406585365854
12,56,2013-05-17,3301.406585365854
12,56,2013-05-24,3301.406585365854
12,56,2013-05-31,3301.406585365854
12,56,2013-06-07,3301.406585365854
12,56,2013-06-14,3301.406585365854
12,56,2013-06-21,3301.406585365854
12,56,2013-06-28,3301.406585365854
12,56,2013-07-05,3301.406585365854
12,56,2013-07-12,3301.406585365854
12,56,2013-07-19,3301.406585365854
12,56,2013-07-26,3301.406585365854
12,58,2012-11-02,10276.116595744683
12,58,2012-11-09,10276.116595744683
12,58,2012-11-16,10276.116595744683
12,58,2012-11-23,10276.116595744683
12,58,2012-11-30,10276.116595744683
12,58,2012-12-07,10276.116595744683
12,58,2012-12-14,10276.116595744683
12,58,2012-12-21,10276.116595744683
12,58,2012-12-28,10276.116595744683
12,58,2013-01-04,10276.116595744683
12,58,2013-01-11,10276.116595744683
12,58,2013-01-18,10276.116595744683
12,58,2013-01-25,10276.116595744683
12,58,2013-02-01,10276.116595744683
12,58,2013-02-08,10276.116595744683
12,58,2013-02-15,10276.116595744683
12,58,2013-02-22,10276.116595744683
12,58,2013-03-01,10276.116595744683
12,58,2013-03-08,10276.116595744683
12,58,2013-03-15,10276.116595744683
12,58,2013-03-22,10276.116595744683
12,58,2013-03-29,10276.116595744683
12,58,2013-04-05,10276.116595744683
12,58,2013-04-12,10276.116595744683
12,58,2013-04-19,10276.116595744683
12,58,2013-04-26,10276.116595744683
12,58,2013-05-03,3301.406585365854
12,58,2013-05-10,3301.406585365854
12,58,2013-05-17,3301.406585365854
12,58,2013-05-24,3301.406585365854
12,58,2013-05-31,3301.406585365854
12,58,2013-06-07,3301.406585365854
12,58,2013-06-14,3301.406585365854
12,58,2013-06-21,3301.406585365854
12,58,2013-06-28,3301.406585365854
12,58,2013-07-05,3301.406585365854
12,58,2013-07-12,3301.406585365854
12,58,2013-07-19,3301.406585365854
12,58,2013-07-26,3301.406585365854
12,59,2012-11-02,10276.116595744683
12,59,2012-11-09,10276.116595744683
12,59,2012-11-16,10276.116595744683
12,59,2012-11-23,10276.116595744683
12,59,2012-11-30,10276.116595744683
12,59,2012-12-07,10276.116595744683
12,59,2012-12-14,10276.116595744683
12,59,2012-12-21,10276.116595744683
12,59,2012-12-28,10276.116595744683
12,59,2013-01-04,10276.116595744683
12,59,2013-01-11,10276.116595744683
12,59,2013-01-18,10276.116595744683
12,59,2013-01-25,10276.116595744683
12,59,2013-02-01,10276.116595744683
12,59,2013-02-08,10276.116595744683
12,59,2013-02-15,10276.116595744683
12,59,2013-02-22,10276.116595744683
12,59,2013-03-01,10276.116595744683
12,59,2013-03-08,10276.116595744683
12,59,2013-03-15,10276.116595744683
12,59,2013-03-22,10276.116595744683
12,59,2013-03-29,10276.116595744683
12,59,2013-04-05,10276.116595744683
12,59,2013-04-12,10276.116595744683
12,59,2013-04-19,10276.116595744683
12,59,2013-04-26,10276.116595744683
12,59,2013-05-03,3301.406585365854
12,59,2013-05-10,3301.406585365854
12,59,2013-05-17,3301.406585365854
12,59,2013-05-24,3301.406585365854
12,59,2013-05-31,3301.406585365854
12,59,2013-06-07,3301.406585365854
12,59,2013-06-14,3301.406585365854
12,59,2013-06-21,3301.406585365854
12,59,2013-06-28,3301.406585365854
12,59,2013-07-05,3301.406585365854
12,59,2013-07-12,3301.406585365854
12,59,2013-07-19,3301.406585365854
12,59,2013-07-26,3301.406585365854
12,60,2012-11-02,10276.116595744683
12,60,2012-11-09,10276.116595744683
12,60,2012-11-16,10276.116595744683
12,60,2012-11-23,10276.116595744683
12,60,2012-11-30,10276.116595744683
12,60,2012-12-07,10276.116595744683
12,60,2012-12-14,10276.116595744683
12,60,2012-12-21,10276.116595744683
12,60,2012-12-28,10276.116595744683
12,60,2013-01-04,10276.116595744683
12,60,2013-01-11,10276.116595744683
12,60,2013-01-18,10276.116595744683
12,60,2013-01-25,10276.116595744683
12,60,2013-02-01,10276.116595744683
12,60,2013-02-08,10276.116595744683
12,60,2013-02-15,10276.116595744683
12,60,2013-02-22,10276.116595744683
12,60,2013-03-01,10276.116595744683
12,60,2013-03-08,10276.116595744683
12,60,2013-03-15,10276.116595744683
12,60,2013-03-22,10276.116595744683
12,60,2013-03-29,10276.116595744683
12,60,2013-04-05,10276.116595744683
12,60,2013-04-12,10276.116595744683
12,60,2013-04-19,10276.116595744683
12,60,2013-04-26,10276.116595744683
12,60,2013-05-03,3301.406585365854
12,60,2013-05-10,3301.406585365854
12,60,2013-05-17,3301.406585365854
12,60,2013-05-24,3301.406585365854
12,60,2013-05-31,3301.406585365854
12,60,2013-06-07,3301.406585365854
12,60,2013-06-14,3301.406585365854
12,60,2013-06-21,3301.406585365854
12,60,2013-06-28,3301.406585365854
12,60,2013-07-05,3301.406585365854
12,60,2013-07-12,3301.406585365854
12,60,2013-07-19,3301.406585365854
12,60,2013-07-26,3301.406585365854
12,67,2012-11-02,10276.116595744683
12,67,2012-11-09,10276.116595744683
12,67,2012-11-16,10276.116595744683
12,67,2012-11-23,10276.116595744683
12,67,2012-11-30,10276.116595744683
12,67,2012-12-07,10276.116595744683
12,67,2012-12-14,10276.116595744683
12,67,2012-12-21,10276.116595744683
12,67,2012-12-28,10276.116595744683
12,67,2013-01-04,10276.116595744683
12,67,2013-01-11,10276.116595744683
12,67,2013-01-18,10276.116595744683
12,67,2013-01-25,10276.116595744683
12,67,2013-02-01,10276.116595744683
12,67,2013-02-08,10276.116595744683
12,67,2013-02-15,10276.116595744683
12,67,2013-02-22,10276.116595744683
12,67,2013-03-01,10276.116595744683
12,67,2013-03-08,10276.116595744683
12,67,2013-03-15,10276.116595744683
12,67,2013-03-22,10276.116595744683
12,67,2013-03-29,10276.116595744683
12,67,2013-04-05,10276.116595744683
12,67,2013-04-12,10276.116595744683
12,67,2013-04-19,10276.116595744683
12,67,2013-04-26,10276.116595744683
12,67,2013-05-03,3301.406585365854
12,67,2013-05-10,3301.406585365854
12,67,2013-05-17,3301.406585365854
12,67,2013-05-24,3301.406585365854
12,67,2013-05-31,3301.406585365854
12,67,2013-06-07,3301.406585365854
12,67,2013-06-14,3301.406585365854
12,67,2013-06-21,3301.406585365854
12,67,2013-06-28,3301.406585365854
12,67,2013-07-05,3301.406585365854
12,67,2013-07-12,3301.406585365854
12,67,2013-07-19,3301.406585365854
12,67,2013-07-26,3301.406585365854
12,71,2012-11-02,10276.116595744683
12,71,2012-11-09,10276.116595744683
12,71,2012-11-16,10276.116595744683
12,71,2012-11-23,10276.116595744683
12,71,2012-11-30,10276.116595744683
12,71,2012-12-07,10276.116595744683
12,71,2012-12-14,10276.116595744683
12,71,2012-12-21,10276.116595744683
12,71,2012-12-28,10276.116595744683
12,71,2013-01-04,10276.116595744683
12,71,2013-01-11,10276.116595744683
12,71,2013-01-18,10276.116595744683
12,71,2013-01-25,10276.116595744683
12,71,2013-02-01,10276.116595744683
12,71,2013-02-08,10276.116595744683
12,71,2013-02-15,10276.116595744683
12,71,2013-02-22,10276.116595744683
12,71,2013-03-01,10276.116595744683
12,71,2013-03-08,10276.116595744683
12,71,2013-03-15,10276.116595744683
12,71,2013-03-22,10276.116595744683
12,71,2013-03-29,10276.116595744683
12,71,2013-04-05,10276.116595744683
12,71,2013-04-12,10276.116595744683
12,71,2013-04-19,10276.116595744683
12,71,2013-04-26,10276.116595744683
12,71,2013-05-03,3301.406585365854
12,71,2013-05-10,3301.406585365854
12,71,2013-05-17,3301.406585365854
12,71,2013-05-24,3301.406585365854
12,71,2013-05-31,3301.406585365854
12,71,2013-06-07,3301.406585365854
12,71,2013-06-14,3301.406585365854
12,71,2013-06-21,3301.406585365854
12,71,2013-06-28,3301.406585365854
12,71,2013-07-05,3301.406585365854
12,71,2013-07-12,3301.406585365854
12,71,2013-07-19,3301.406585365854
12,71,2013-07-26,3301.406585365854
12,72,2012-11-02,10276.116595744683
12,72,2012-11-09,10276.116595744683
12,72,2012-11-16,10276.116595744683
12,72,2012-11-23,10276.116595744683
12,72,2012-11-30,10276.116595744683
12,72,2012-12-07,10276.116595744683
12,72,2012-12-14,10276.116595744683
12,72,2012-12-21,10276.116595744683
12,72,2012-12-28,10276.116595744683
12,72,2013-01-04,10276.116595744683
12,72,2013-01-11,10276.116595744683
12,72,2013-01-18,10276.116595744683
12,72,2013-01-25,10276.116595744683
12,72,2013-02-01,10276.116595744683
12,72,2013-02-08,10276.116595744683
12,72,2013-02-15,10276.116595744683
12,72,2013-02-22,10276.116595744683
12,72,2013-03-01,10276.116595744683
12,72,2013-03-08,10276.116595744683
12,72,2013-03-15,10276.116595744683
12,72,2013-03-22,10276.116595744683
12,72,2013-03-29,10276.116595744683
12,72,2013-04-05,10276.116595744683
12,72,2013-04-12,10276.116595744683
12,72,2013-04-19,10276.116595744683
12,72,2013-04-26,10276.116595744683
12,72,2013-05-03,3301.406585365854
12,72,2013-05-10,3301.406585365854
12,72,2013-05-17,3301.406585365854
12,72,2013-05-24,3301.406585365854
12,72,2013-05-31,3301.406585365854
12,72,2013-06-07,3301.406585365854
12,72,2013-06-14,3301.406585365854
12,72,2013-06-21,3301.406585365854
12,72,2013-06-28,3301.406585365854
12,72,2013-07-05,3301.406585365854
12,72,2013-07-12,3301.406585365854
12,72,2013-07-19,3301.406585365854
12,72,2013-07-26,3301.406585365854
12,74,2012-11-02,10276.116595744683
12,74,2012-11-09,10276.116595744683
12,74,2012-11-16,10276.116595744683
12,74,2012-11-23,10276.116595744683
12,74,2012-11-30,10276.116595744683
12,74,2012-12-07,10276.116595744683
12,74,2012-12-14,10276.116595744683
12,74,2012-12-21,10276.116595744683
12,74,2012-12-28,10276.116595744683
12,74,2013-01-04,10276.116595744683
12,74,2013-01-11,10276.116595744683
12,74,2013-01-18,10276.116595744683
12,74,2013-01-25,10276.116595744683
12,74,2013-02-01,10276.116595744683
12,74,2013-02-08,10276.116595744683
12,74,2013-02-15,10276.116595744683
12,74,2013-02-22,10276.116595744683
12,74,2013-03-01,10276.116595744683
12,74,2013-03-08,10276.116595744683
12,74,2013-03-15,10276.116595744683
12,74,2013-03-22,10276.116595744683
12,74,2013-03-29,10276.116595744683
12,74,2013-04-05,10276.116595744683
12,74,2013-04-12,10276.116595744683
12,74,2013-04-19,10276.116595744683
12,74,2013-04-26,10276.116595744683
12,74,2013-05-03,3301.406585365854
12,74,2013-05-10,3301.406585365854
12,74,2013-05-17,3301.406585365854
12,74,2013-05-24,3301.406585365854
12,74,2013-05-31,3301.406585365854
12,74,2013-06-07,3301.406585365854
12,74,2013-06-14,3301.406585365854
12,74,2013-06-21,3301.406585365854
12,74,2013-06-28,3301.406585365854
12,74,2013-07-05,3301.406585365854
12,74,2013-07-12,3301.406585365854
12,74,2013-07-19,3301.406585365854
12,74,2013-07-26,3301.406585365854
12,79,2012-11-02,10276.116595744683
12,79,2012-11-09,10276.116595744683
12,79,2012-11-16,10276.116595744683
12,79,2012-11-23,10276.116595744683
12,79,2012-11-30,10276.116595744683
12,79,2012-12-07,10276.116595744683
12,79,2012-12-14,10276.116595744683
12,79,2012-12-21,10276.116595744683
12,79,2012-12-28,10276.116595744683
12,79,2013-01-04,10276.116595744683
12,79,2013-01-11,10276.116595744683
12,79,2013-01-18,10276.116595744683
12,79,2013-01-25,10276.116595744683
12,79,2013-02-01,10276.116595744683
12,79,2013-02-08,10276.116595744683
12,79,2013-02-15,10276.116595744683
12,79,2013-02-22,10276.116595744683
12,79,2013-03-01,10276.116595744683
12,79,2013-03-08,10276.116595744683
12,79,2013-03-15,10276.116595744683
12,79,2013-03-22,10276.116595744683
12,79,2013-03-29,10276.116595744683
12,79,2013-04-05,10276.116595744683
12,79,2013-04-12,10276.116595744683
12,79,2013-04-19,10276.116595744683
12,79,2013-04-26,10276.116595744683
12,79,2013-05-03,3301.406585365854
12,79,2013-05-10,3301.406585365854
12,79,2013-05-17,3301.406585365854
12,79,2013-05-24,3301.406585365854
12,79,2013-05-31,3301.406585365854
12,79,2013-06-07,3301.406585365854
12,79,2013-06-14,3301.406585365854
12,79,2013-06-21,3301.406585365854
12,79,2013-06-28,3301.406585365854
12,79,2013-07-05,3301.406585365854
12,79,2013-07-12,3301.406585365854
12,79,2013-07-19,3301.406585365854
12,79,2013-07-26,3301.406585365854
12,80,2012-11-02,10276.116595744683
12,80,2012-11-09,10276.116595744683
12,80,2012-11-16,10276.116595744683
12,80,2012-11-23,10276.116595744683
12,80,2012-11-30,10276.116595744683
12,80,2012-12-07,10276.116595744683
12,80,2012-12-14,10276.116595744683
12,80,2012-12-21,10276.116595744683
12,80,2012-12-28,10276.116595744683
12,80,2013-01-04,10276.116595744683
12,80,2013-01-11,10276.116595744683
12,80,2013-01-18,10276.116595744683
12,80,2013-01-25,10276.116595744683
12,80,2013-02-01,10276.116595744683
12,80,2013-02-08,10276.116595744683
12,80,2013-02-15,10276.116595744683
12,80,2013-02-22,10276.116595744683
12,80,2013-03-01,10276.116595744683
12,80,2013-03-08,10276.116595744683
12,80,2013-03-15,10276.116595744683
12,80,2013-03-22,10276.116595744683
12,80,2013-03-29,10276.116595744683
12,80,2013-04-05,10276.116595744683
12,80,2013-04-12,10276.116595744683
12,80,2013-04-19,10276.116595744683
12,80,2013-04-26,10276.116595744683
12,80,2013-05-03,3301.406585365854
12,80,2013-05-10,3301.406585365854
12,80,2013-05-17,3301.406585365854
12,80,2013-05-24,3301.406585365854
12,80,2013-05-31,3301.406585365854
12,80,2013-06-07,3301.406585365854
12,80,2013-06-14,3301.406585365854
12,80,2013-06-21,3301.406585365854
12,80,2013-06-28,3301.406585365854
12,80,2013-07-05,3301.406585365854
12,80,2013-07-12,3301.406585365854
12,80,2013-07-19,3301.406585365854
12,80,2013-07-26,3301.406585365854
12,81,2012-11-02,10276.116595744683
12,81,2012-11-09,10276.116595744683
12,81,2012-11-16,10276.116595744683
12,81,2012-11-23,10276.116595744683
12,81,2012-11-30,10276.116595744683
12,81,2012-12-07,10276.116595744683
12,81,2012-12-14,10276.116595744683
12,81,2012-12-21,10276.116595744683
12,81,2012-12-28,10276.116595744683
12,81,2013-01-04,10276.116595744683
12,81,2013-01-11,10276.116595744683
12,81,2013-01-18,10276.116595744683
12,81,2013-01-25,10276.116595744683
12,81,2013-02-01,10276.116595744683
12,81,2013-02-08,10276.116595744683
12,81,2013-02-15,10276.116595744683
12,81,2013-02-22,10276.116595744683
12,81,2013-03-01,10276.116595744683
12,81,2013-03-08,10276.116595744683
12,81,2013-03-15,10276.116595744683
12,81,2013-03-22,10276.116595744683
12,81,2013-03-29,10276.116595744683
12,81,2013-04-05,10276.116595744683
12,81,2013-04-12,10276.116595744683
12,81,2013-04-19,10276.116595744683
12,81,2013-04-26,10276.116595744683
12,81,2013-05-03,3301.406585365854
12,81,2013-05-10,3301.406585365854
12,81,2013-05-17,3301.406585365854
12,81,2013-05-24,3301.406585365854
12,81,2013-05-31,3301.406585365854
12,81,2013-06-07,3301.406585365854
12,81,2013-06-14,3301.406585365854
12,81,2013-06-21,3301.406585365854
12,81,2013-06-28,3301.406585365854
12,81,2013-07-05,3301.406585365854
12,81,2013-07-12,3301.406585365854
12,81,2013-07-19,3301.406585365854
12,81,2013-07-26,3301.406585365854
12,82,2012-11-02,10276.116595744683
12,82,2012-11-09,10276.116595744683
12,82,2012-11-16,10276.116595744683
12,82,2012-11-23,10276.116595744683
12,82,2012-11-30,10276.116595744683
12,82,2012-12-07,10276.116595744683
12,82,2012-12-14,10276.116595744683
12,82,2012-12-21,10276.116595744683
12,82,2012-12-28,10276.116595744683
12,82,2013-01-04,10276.116595744683
12,82,2013-01-11,10276.116595744683
12,82,2013-01-18,10276.116595744683
12,82,2013-01-25,10276.116595744683
12,82,2013-02-01,10276.116595744683
12,82,2013-02-08,10276.116595744683
12,82,2013-02-15,10276.116595744683
12,82,2013-02-22,10276.116595744683
12,82,2013-03-01,10276.116595744683
12,82,2013-03-08,10276.116595744683
12,82,2013-03-15,10276.116595744683
12,82,2013-03-22,10276.116595744683
12,82,2013-03-29,10276.116595744683
12,82,2013-04-05,10276.116595744683
12,82,2013-04-12,10276.116595744683
12,82,2013-04-19,10276.116595744683
12,82,2013-04-26,10276.116595744683
12,82,2013-05-03,3301.406585365854
12,82,2013-05-10,3301.406585365854
12,82,2013-05-17,3301.406585365854
12,82,2013-05-24,3301.406585365854
12,82,2013-05-31,3301.406585365854
12,82,2013-06-07,3301.406585365854
12,82,2013-06-14,3301.406585365854
12,82,2013-06-21,3301.406585365854
12,82,2013-06-28,3301.406585365854
12,82,2013-07-05,3301.406585365854
12,82,2013-07-12,3301.406585365854
12,82,2013-07-19,3301.406585365854
12,82,2013-07-26,3301.406585365854
12,83,2012-11-02,10276.116595744683
12,83,2012-11-09,10276.116595744683
12,83,2012-11-16,10276.116595744683
12,83,2012-11-23,10276.116595744683
12,83,2012-11-30,10276.116595744683
12,83,2012-12-07,10276.116595744683
12,83,2012-12-14,10276.116595744683
12,83,2012-12-21,10276.116595744683
12,83,2012-12-28,10276.116595744683
12,83,2013-01-04,10276.116595744683
12,83,2013-01-11,10276.116595744683
12,83,2013-01-18,10276.116595744683
12,83,2013-01-25,10276.116595744683
12,83,2013-02-01,10276.116595744683
12,83,2013-02-08,10276.116595744683
12,83,2013-02-15,10276.116595744683
12,83,2013-02-22,10276.116595744683
12,83,2013-03-01,10276.116595744683
12,83,2013-03-08,10276.116595744683
12,83,2013-03-15,10276.116595744683
12,83,2013-03-22,10276.116595744683
12,83,2013-03-29,10276.116595744683
12,83,2013-04-05,10276.116595744683
